Transaction ID,Transaction Date,Transaction Time,Store #,Store Name,Store City,Store State,Region,Register #,Cashier ID,Customer ID,Customer Age Group,Loyalty Member?,Loyalty Tier,Sales Channel,Order Source,SKU,Style #,Product Name,Department,Category,Sub-Category,Brand,Gender / Fit,Size,Color,Material,Season,Collection,Quantity,List Price ($),Unit Selling Price ($),Markdown %,Promotion Code,Gross Sales ($),Discount Amount ($),Net Sales ($),COGS ($),Gross Profit ($),Gross Margin %,Tax Rate %,Sales Tax ($),Shipping Fee ($),Total Collected ($),Payment Method,Return Flag,Return Amount ($),Inventory Location,Stock On Hand After Sale,Receipt Notes
TXN-GRC-102997,2025-07-12,15:50:00,102,Fresh Market,Buffalo,NY,North-East,REG-06,EMP-505,CUST-237529,18-24,Yes,Platinum,BOPIS,Website,SKU-FOOD-6746,BI-14,Penne Rigate 16oz,Pantry,Pasta,Dry Pasta,BellaItalia,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,3,1.89,1.70,10.00,SAVE10,5.10,0.57,5.10,1.80,3.30,64.71,4.00,0.20,0.00,5.30,AmEx,No,0.00,Aisle 3,49,
TXN-GRC-102998,2025-06-04,08:00:00,103,Fresh Market,Syracuse,NY,North-East,REG-05,EMP-511,CUST-259588,18-24,Yes,None,BOPIS,POS,SKU-FOOD-8266,CS-09,Vanilla Bean Pint,Frozen,Ice Cream,Pints,ColdScoop,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,1,6.25,5.00,20.00,SAVE10,5.00,1.25,5.00,3.00,2.00,40.00,4.00,0.20,0.00,5.20,Mastercard,No,0.00,Aisle 9,31,
TXN-GRC-102999,2025-04-11,11:44:00,102,Fresh Market,Buffalo,NY,North-East,REG-03,EMP-527,CUST-279279,65+,Yes,None,In-Store,Website,SKU-FOOD-2827,BI-14,Penne Rigate 16oz,Pantry,Pasta,Dry Pasta,BellaItalia,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,1,1.89,1.89,0.00,N/A,1.89,0.00,1.89,0.60,1.29,68.25,4.00,0.08,0.00,1.97,Mastercard,No,0.00,Aisle 20,78,
TXN-GRC-103000,2024-09-18,17:55:00,101,Fresh Market,Rochester,NY,North-East,REG-07,EMP-514,CUST-209881,25-34,No,None,In-Store,POS,SKU-FOOD-6171,FZ-01,12-Pack Cola,Beverages,Soda,Cola,FizzCo,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,4,7.99,7.99,0.00,N/A,31.96,0.00,31.96,16.00,15.96,49.94,4.00,1.28,0.00,33.24,AmEx,No,0.00,Aisle 14,85,
TXN-GRC-103001,2024-07-22,11:35:00,103,Fresh Market,Syracuse,NY,North-East,REG-02,EMP-507,CUST-238365,18-24,Yes,None,BOPIS,POS,SKU-FOOD-7565,AO-22,Fresh Sourdough Loaf,Bakery,Bread,Sourdough,Artisan Oven,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,2,5.49,4.94,10.00,SAVE10,9.88,1.10,9.88,3.60,6.28,63.56,4.00,0.40,0.00,10.28,Mastercard,No,0.00,Aisle 1,177,
TXN-GRC-103002,2025-09-02,09:42:00,102,Fresh Market,Buffalo,NY,North-East,REG-04,EMP-543,CUST-294258,65+,Yes,Silver,In-Store,Website,SKU-FOOD-1268,AO-22,Fresh Sourdough Loaf,Bakery,Bread,Sourdough,Artisan Oven,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,3,5.49,4.39,20.00,SAVE10,13.17,3.30,13.17,5.40,7.77,59.00,4.00,0.53,0.00,13.70,EBT,No,0.00,Aisle 9,128,
TXN-GRC-103003,2025-09-14,20:25:00,103,Fresh Market,Syracuse,NY,North-East,REG-08,EMP-507,CUST-235540,65+,Yes,Silver,Curbside,Android App,SKU-FOOD-9787,FZ-01,12-Pack Cola,Beverages,Soda,Cola,FizzCo,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,2,7.99,7.99,0.00,N/A,15.98,0.00,15.98,8.00,7.98,49.94,4.00,0.64,0.00,16.62,Visa,No,0.00,Aisle 13,89,
TXN-GRC-103004,2025-08-08,11:32:00,103,Fresh Market,Syracuse,NY,North-East,REG-03,EMP-502,CUST-221869,35-44,Yes,Platinum,Online,iOS App,SKU-FOOD-2924,FZ-01,12-Pack Cola,Beverages,Soda,Cola,FizzCo,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,1,7.99,7.99,0.00,N/A,7.99,0.00,7.99,4.00,3.99,49.94,4.00,0.32,0.00,8.31,Cash,No,0.00,Aisle 9,48,
TXN-GRC-103005,2024-10-07,17:50:00,101,Fresh Market,Rochester,NY,North-East,REG-02,EMP-546,CUST-249325,65+,Yes,Gold,BOPIS,iOS App,SKU-FOOD-2335,CS-09,Vanilla Bean Pint,Frozen,Ice Cream,Pints,ColdScoop,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,3,6.25,6.25,0.00,N/A,18.75,0.00,18.75,9.00,9.75,52.00,4.00,0.75,0.00,19.50,EBT,No,0.00,Aisle 5,26,
TXN-GRC-103006,2024-04-19,07:27:00,101,Fresh Market,Rochester,NY,North-East,REG-01,EMP-503,CUST-291259,55-64,Yes,None,Online,Android App,SKU-FOOD-2151,AO-22,Fresh Sourdough Loaf,Bakery,Bread,Sourdough,Artisan Oven,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,4,5.49,4.94,10.00,SAVE10,19.76,2.20,19.76,7.20,12.56,63.56,4.00,0.79,0.00,20.55,Visa,No,0.00,Aisle 6,56,
TXN-GRC-103007,2024-05-29,22:36:00,102,Fresh Market,Buffalo,NY,North-East,REG-06,EMP-512,CUST-280560,35-44,No,None,Online,Website,SKU-FOOD-1832,LF-02,Honeycrisp Apples (lb),Produce,Fruit,Apples,Local Farms,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,2,2.49,1.99,20.00,SAVE10,3.98,1.00,3.98,1.80,2.18,54.77,4.00,0.16,0.00,4.14,Apple Pay,No,0.00,Aisle 16,83,
TXN-GRC-103008,2024-07-03,21:14:00,102,Fresh Market,Buffalo,NY,North-East,REG-03,EMP-517,CUST-283582,18-24,No,None,Online,POS,SKU-FOOD-3739,DP-10,Gallon Whole Milk,Dairy,Milk & Cream,Whole Milk,DairyPure,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,5,4.50,3.60,20.00,SAVE10,18.00,4.50,18.00,10.50,7.50,41.67,4.00,0.72,0.00,18.72,Mastercard,No,0.00,Aisle 13,189,
TXN-GRC-103009,2025-05-14,23:52:00,102,Fresh Market,Buffalo,NY,North-East,REG-01,EMP-532,CUST-292020,65+,Yes,Bronze,Curbside,Website,SKU-FOOD-8777,LF-02,Honeycrisp Apples (lb),Produce,Fruit,Apples,Local Farms,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,2,2.49,2.49,0.00,N/A,4.98,0.00,4.98,1.80,3.18,63.86,4.00,0.20,0.00,5.18,Apple Pay,No,0.00,Aisle 7,122,
TXN-GRC-103010,2025-08-28,01:00:00,101,Fresh Market,Rochester,NY,North-East,REG-04,EMP-545,CUST-219683,18-24,Yes,None,In-Store,POS,SKU-FOOD-1153,AO-22,Fresh Sourdough Loaf,Bakery,Bread,Sourdough,Artisan Oven,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,1,5.49,5.49,0.00,N/A,5.49,0.00,5.49,1.80,3.69,67.21,4.00,0.22,0.00,5.71,Cash,No,0.00,Aisle 20,159,
TXN-GRC-103011,2025-03-16,10:00:00,103,Fresh Market,Syracuse,NY,North-East,REG-07,EMP-506,CUST-299601,65+,No,None,In-Store,Android App,SKU-FOOD-5853,BI-14,Penne Rigate 16oz,Pantry,Pasta,Dry Pasta,BellaItalia,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,3,1.89,1.70,10.00,SAVE10,5.10,0.57,5.10,1.80,3.30,64.71,4.00,0.20,0.00,5.30,Mastercard,No,0.00,Aisle 13,155,
TXN-GRC-103012,2025-10-16,07:17:00,101,Fresh Market,Rochester,NY,North-East,REG-08,EMP-542,CUST-264687,35-44,Yes,Gold,Curbside,Android App,SKU-FOOD-3573,GL-01,Organic Spinach,Produce,Vegetables,Leafy Greens,GreenLeaf,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,4,3.99,3.59,10.00,SAVE10,14.36,1.60,14.36,4.80,9.56,66.57,4.00,0.57,0.00,14.93,Cash,No,0.00,Aisle 12,117,
TXN-GRC-103013,2024-12-30,10:32:00,102,Fresh Market,Buffalo,NY,North-East,REG-02,EMP-519,CUST-230148,25-34,Yes,Silver,Online,POS,SKU-FOOD-8405,AO-22,Fresh Sourdough Loaf,Bakery,Bread,Sourdough,Artisan Oven,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,5,5.49,5.49,0.00,N/A,27.45,0.00,27.45,9.00,18.45,67.21,4.00,1.10,0.00,28.55,Cash,No,0.00,Aisle 10,173,
TXN-GRC-103014,2025-11-06,11:40:00,103,Fresh Market,Syracuse,NY,North-East,REG-04,EMP-509,CUST-285702,35-44,Yes,None,BOPIS,iOS App,SKU-FOOD-7018,BC-05,Ribeye Steak 12oz,Meat,Beef,Steaks,Butcher's Choice,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,4,15.99,15.99,0.00,N/A,63.96,0.00,63.96,34.00,29.96,46.84,4.00,2.56,0.00,66.52,Mastercard,No,0.00,Aisle 13,157,
TXN-GRC-103015,2024-06-29,23:47:00,103,Fresh Market,Syracuse,NY,North-East,REG-01,EMP-504,CUST-243042,18-24,Yes,Silver,In-Store,Android App,SKU-FOOD-6687,BC-05,Ribeye Steak 12oz,Meat,Beef,Steaks,Butcher's Choice,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,3,15.99,15.99,0.00,N/A,47.97,0.00,47.97,25.50,22.47,46.84,4.00,1.92,0.00,49.89,EBT,No,0.00,Aisle 13,118,
TXN-GRC-103016,2024-02-27,04:47:00,101,Fresh Market,Rochester,NY,North-East,REG-05,EMP-525,CUST-244506,65+,No,None,In-Store,Website,SKU-FOOD-3713,FZ-01,12-Pack Cola,Beverages,Soda,Cola,FizzCo,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,4,7.99,7.99,0.00,N/A,31.96,0.00,31.96,16.00,15.96,49.94,4.00,1.28,0.00,33.24,Cash,No,0.00,Aisle 5,198,
TXN-GRC-103017,2025-01-17,09:57:00,103,Fresh Market,Syracuse,NY,North-East,REG-03,EMP-542,CUST-271020,45-54,No,None,BOPIS,iOS App,SKU-FOOD-2887,BC-05,Ribeye Steak 12oz,Meat,Beef,Steaks,Butcher's Choice,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,3,15.99,15.99,0.00,N/A,47.97,0.00,47.97,25.50,22.47,46.84,4.00,1.92,0.00,49.89,Visa,No,0.00,Aisle 3,11,
TXN-GRC-103018,2024-02-26,02:36:00,103,Fresh Market,Syracuse,NY,North-East,REG-03,EMP-521,CUST-247427,65+,No,None,Curbside,Website,SKU-FOOD-7616,LF-02,Honeycrisp Apples (lb),Produce,Fruit,Apples,Local Farms,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,5,2.49,2.49,0.00,N/A,12.45,0.00,12.45,4.50,7.95,63.86,4.00,0.50,0.00,12.95,Apple Pay,No,0.00,Aisle 15,150,
TXN-GRC-103019,2024-05-04,10:34:00,103,Fresh Market,Syracuse,NY,North-East,REG-03,EMP-513,CUST-260172,18-24,Yes,None,Online,POS,SKU-FOOD-6657,LF-02,Honeycrisp Apples (lb),Produce,Fruit,Apples,Local Farms,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,1,2.49,1.99,20.00,SAVE10,1.99,0.50,1.99,0.90,1.09,54.77,4.00,0.08,0.00,2.07,Mastercard,No,0.00,Aisle 12,92,
TXN-GRC-103020,2024-11-19,01:33:00,101,Fresh Market,Rochester,NY,North-East,REG-08,EMP-525,CUST-213071,65+,No,None,In-Store,POS,SKU-FOOD-4261,FZ-01,12-Pack Cola,Beverages,Soda,Cola,FizzCo,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,2,7.99,7.99,0.00,N/A,15.98,0.00,15.98,8.00,7.98,49.94,4.00,0.64,0.00,16.62,Cash,No,0.00,Aisle 9,83,
TXN-GRC-103021,2024-12-29,14:27:00,103,Fresh Market,Syracuse,NY,North-East,REG-07,EMP-511,CUST-257603,25-34,Yes,Silver,In-Store,iOS App,SKU-FOOD-5677,BC-05,Ribeye Steak 12oz,Meat,Beef,Steaks,Butcher's Choice,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,2,15.99,15.99,0.00,N/A,31.98,0.00,31.98,17.00,14.98,46.84,4.00,1.28,0.00,33.26,Mastercard,No,0.00,Aisle 8,48,
TXN-GRC-103022,2024-08-15,00:34:00,103,Fresh Market,Syracuse,NY,North-East,REG-08,EMP-547,CUST-241659,18-24,No,None,BOPIS,Website,SKU-FOOD-2018,BI-14,Penne Rigate 16oz,Pantry,Pasta,Dry Pasta,BellaItalia,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,4,1.89,1.51,20.00,SAVE10,6.04,1.52,6.04,2.40,3.64,60.26,4.00,0.24,0.00,6.28,Visa,No,0.00,Aisle 7,57,
TXN-GRC-103023,2024-05-24,21:55:00,102,Fresh Market,Buffalo,NY,North-East,REG-01,EMP-506,CUST-202266,18-24,Yes,None,Online,Website,SKU-FOOD-1214,DP-10,Gallon Whole Milk,Dairy,Milk & Cream,Whole Milk,DairyPure,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,5,4.50,4.05,10.00,SAVE10,20.25,2.25,20.25,10.50,9.75,48.15,4.00,0.81,0.00,21.06,Visa,No,0.00,Aisle 20,125,
TXN-GRC-103024,2025-12-01,07:07:00,103,Fresh Market,Syracuse,NY,North-East,REG-02,EMP-515,CUST-246975,35-44,Yes,None,Curbside,POS,SKU-FOOD-3187,CS-09,Vanilla Bean Pint,Frozen,Ice Cream,Pints,ColdScoop,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,1,6.25,6.25,0.00,N/A,6.25,0.00,6.25,3.00,3.25,52.00,4.00,0.25,0.00,6.50,AmEx,No,0.00,Aisle 13,21,
TXN-GRC-103025,2025-10-01,03:21:00,101,Fresh Market,Rochester,NY,North-East,REG-07,EMP-525,CUST-283714,35-44,Yes,None,In-Store,Android App,SKU-FOOD-5761,BI-14,Penne Rigate 16oz,Pantry,Pasta,Dry Pasta,BellaItalia,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,5,1.89,1.89,0.00,N/A,9.45,0.00,9.45,3.00,6.45,68.25,4.00,0.38,0.00,9.83,Visa,No,0.00,Aisle 5,135,
TXN-GRC-103026,2024-12-06,04:32:00,103,Fresh Market,Syracuse,NY,North-East,REG-08,EMP-508,CUST-205477,35-44,Yes,None,Curbside,Android App,SKU-FOOD-3508,GL-01,Organic Spinach,Produce,Vegetables,Leafy Greens,GreenLeaf,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,2,3.99,3.99,0.00,N/A,7.98,0.00,7.98,2.40,5.58,69.92,4.00,0.32,0.00,8.30,Apple Pay,No,0.00,Aisle 10,56,
TXN-GRC-103027,2025-10-07,23:13:00,102,Fresh Market,Buffalo,NY,North-East,REG-01,EMP-548,CUST-266701,18-24,No,None,Curbside,iOS App,SKU-FOOD-4930,LF-02,Honeycrisp Apples (lb),Produce,Fruit,Apples,Local Farms,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,4,2.49,2.49,0.00,N/A,9.96,0.00,9.96,3.60,6.36,63.86,4.00,0.40,0.00,10.36,AmEx,No,0.00,Aisle 13,114,
TXN-GRC-103028,2025-06-26,16:30:00,103,Fresh Market,Syracuse,NY,North-East,REG-01,EMP-542,CUST-232325,25-34,No,None,Curbside,Website,SKU-FOOD-2629,BC-05,Ribeye Steak 12oz,Meat,Beef,Steaks,Butcher's Choice,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,1,15.99,12.79,20.00,SAVE10,12.79,3.20,12.79,8.50,4.29,33.54,4.00,0.51,0.00,13.30,Mastercard,No,0.00,Aisle 3,59,
TXN-GRC-103029,2025-02-26,13:39:00,102,Fresh Market,Buffalo,NY,North-East,REG-07,EMP-525,CUST-298556,65+,No,None,Online,iOS App,SKU-FOOD-1697,BC-05,Ribeye Steak 12oz,Meat,Beef,Steaks,Butcher's Choice,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,3,15.99,15.99,0.00,N/A,47.97,0.00,47.97,25.50,22.47,46.84,4.00,1.92,0.00,49.89,Apple Pay,No,0.00,Aisle 10,49,
TXN-GRC-103030,2025-10-15,12:57:00,101,Fresh Market,Rochester,NY,North-East,REG-07,EMP-502,CUST-206067,25-34,No,None,In-Store,iOS App,SKU-FOOD-5255,DP-10,Gallon Whole Milk,Dairy,Milk & Cream,Whole Milk,DairyPure,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,5,4.50,4.50,0.00,N/A,22.50,0.00,22.50,10.50,12.00,53.33,4.00,0.90,0.00,23.40,Cash,No,0.00,Aisle 10,14,
TXN-GRC-103031,2024-09-12,11:44:00,102,Fresh Market,Buffalo,NY,North-East,REG-06,EMP-534,CUST-216151,55-64,No,None,Curbside,POS,SKU-FOOD-7227,FZ-01,12-Pack Cola,Beverages,Soda,Cola,FizzCo,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,2,7.99,7.99,0.00,N/A,15.98,0.00,15.98,8.00,7.98,49.94,4.00,0.64,0.00,16.62,Visa,No,0.00,Aisle 9,85,
TXN-GRC-103032,2025-10-14,09:46:00,101,Fresh Market,Rochester,NY,North-East,REG-06,EMP-500,CUST-259659,25-34,No,None,BOPIS,Android App,SKU-FOOD-3059,LF-02,Honeycrisp Apples (lb),Produce,Fruit,Apples,Local Farms,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,3,2.49,2.49,0.00,N/A,7.47,0.00,7.47,2.70,4.77,63.86,4.00,0.30,0.00,7.77,Cash,No,0.00,Aisle 18,129,
TXN-GRC-103033,2024-08-23,04:57:00,103,Fresh Market,Syracuse,NY,North-East,REG-06,EMP-506,CUST-297142,55-64,No,None,BOPIS,Android App,SKU-FOOD-5482,BI-14,Penne Rigate 16oz,Pantry,Pasta,Dry Pasta,BellaItalia,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,4,1.89,1.89,0.00,N/A,7.56,0.00,7.56,2.40,5.16,68.25,4.00,0.30,0.00,7.86,AmEx,No,0.00,Aisle 10,200,
TXN-GRC-103034,2025-01-19,03:23:00,103,Fresh Market,Syracuse,NY,North-East,REG-08,EMP-549,CUST-212882,55-64,No,None,Curbside,POS,SKU-FOOD-2585,CS-09,Vanilla Bean Pint,Frozen,Ice Cream,Pints,ColdScoop,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,4,6.25,5.62,10.00,SAVE10,22.48,2.52,22.48,12.00,10.48,46.62,4.00,0.90,0.00,23.38,Mastercard,No,0.00,Aisle 14,81,
TXN-GRC-103035,2024-04-17,03:18:00,102,Fresh Market,Buffalo,NY,North-East,REG-05,EMP-540,CUST-224663,25-34,Yes,Gold,BOPIS,POS,SKU-FOOD-8214,AO-22,Fresh Sourdough Loaf,Bakery,Bread,Sourdough,Artisan Oven,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,3,5.49,5.49,0.00,N/A,16.47,0.00,16.47,5.40,11.07,67.21,4.00,0.66,0.00,17.13,Apple Pay,No,0.00,Aisle 12,95,
TXN-GRC-103036,2024-02-11,01:01:00,103,Fresh Market,Syracuse,NY,North-East,REG-08,EMP-545,CUST-236032,65+,No,None,Online,POS,SKU-FOOD-1964,FZ-01,12-Pack Cola,Beverages,Soda,Cola,FizzCo,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,4,7.99,6.39,20.00,SAVE10,25.56,6.40,25.56,16.00,9.56,37.40,4.00,1.02,0.00,26.58,Visa,No,0.00,Aisle 4,121,
TXN-GRC-103037,2025-08-03,17:03:00,103,Fresh Market,Syracuse,NY,North-East,REG-02,EMP-514,CUST-251157,25-34,No,None,Curbside,Android App,SKU-FOOD-3877,LF-02,Honeycrisp Apples (lb),Produce,Fruit,Apples,Local Farms,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,3,2.49,2.24,10.00,SAVE10,6.72,0.75,6.72,2.70,4.02,59.82,4.00,0.27,0.00,6.99,Visa,No,0.00,Aisle 15,137,
TXN-GRC-103038,2025-03-24,23:16:00,102,Fresh Market,Buffalo,NY,North-East,REG-02,EMP-505,CUST-289352,25-34,No,None,BOPIS,Website,SKU-FOOD-2526,CS-09,Vanilla Bean Pint,Frozen,Ice Cream,Pints,ColdScoop,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,1,6.25,6.25,0.00,N/A,6.25,0.00,6.25,3.00,3.25,52.00,4.00,0.25,5.99,12.49,EBT,No,0.00,Aisle 3,92,
TXN-GRC-103039,2024-04-19,04:16:00,102,Fresh Market,Buffalo,NY,North-East,REG-02,EMP-516,CUST-228359,65+,Yes,Platinum,Online,POS,SKU-FOOD-7520,GL-01,Organic Spinach,Produce,Vegetables,Leafy Greens,GreenLeaf,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,4,3.99,3.19,20.00,SAVE10,12.76,3.20,12.76,4.80,7.96,62.38,4.00,0.51,0.00,13.27,Mastercard,No,0.00,Aisle 10,47,
TXN-GRC-103040,2024-09-22,02:46:00,101,Fresh Market,Rochester,NY,North-East,REG-03,EMP-510,CUST-203665,25-34,Yes,Platinum,Online,Android App,SKU-FOOD-2871,BC-05,Ribeye Steak 12oz,Meat,Beef,Steaks,Butcher's Choice,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,5,15.99,15.99,0.00,N/A,79.95,0.00,79.95,42.50,37.45,46.84,4.00,3.20,0.00,83.15,Mastercard,No,0.00,Aisle 18,101,
TXN-GRC-103041,2025-04-11,16:29:00,102,Fresh Market,Buffalo,NY,North-East,REG-03,EMP-547,CUST-225457,25-34,Yes,Silver,Online,iOS App,SKU-FOOD-8844,BC-05,Ribeye Steak 12oz,Meat,Beef,Steaks,Butcher's Choice,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,3,15.99,12.79,20.00,SAVE10,38.37,9.60,38.37,25.50,12.87,33.54,4.00,1.53,0.00,39.90,Mastercard,No,0.00,Aisle 18,56,
TXN-GRC-103042,2024-07-05,02:42:00,103,Fresh Market,Syracuse,NY,North-East,REG-03,EMP-514,CUST-248713,25-34,Yes,Gold,Curbside,Android App,SKU-FOOD-7279,LF-02,Honeycrisp Apples (lb),Produce,Fruit,Apples,Local Farms,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,3,2.49,2.49,0.00,N/A,7.47,0.00,7.47,2.70,4.77,63.86,4.00,0.30,0.00,7.77,Cash,No,0.00,Aisle 1,113,
TXN-GRC-103043,2025-02-05,11:27:00,103,Fresh Market,Syracuse,NY,North-East,REG-07,EMP-543,CUST-297913,45-54,Yes,Silver,Curbside,POS,SKU-FOOD-7194,AO-22,Fresh Sourdough Loaf,Bakery,Bread,Sourdough,Artisan Oven,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,5,5.49,4.94,10.00,SAVE10,24.70,2.75,24.70,9.00,15.70,63.56,4.00,0.99,0.00,25.69,Mastercard,No,0.00,Aisle 6,176,
TXN-GRC-103044,2025-05-18,06:52:00,102,Fresh Market,Buffalo,NY,North-East,REG-01,EMP-540,CUST-290626,35-44,No,None,BOPIS,Website,SKU-FOOD-7968,AO-22,Fresh Sourdough Loaf,Bakery,Bread,Sourdough,Artisan Oven,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,4,5.49,5.49,0.00,N/A,21.96,0.00,21.96,7.20,14.76,67.21,4.00,0.88,0.00,22.84,Apple Pay,No,0.00,Aisle 18,122,
TXN-GRC-103045,2024-03-04,02:36:00,103,Fresh Market,Syracuse,NY,North-East,REG-02,EMP-542,CUST-285034,18-24,Yes,Platinum,BOPIS,Android App,SKU-FOOD-5621,LF-02,Honeycrisp Apples (lb),Produce,Fruit,Apples,Local Farms,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,5,2.49,2.49,0.00,N/A,12.45,0.00,12.45,4.50,7.95,63.86,4.00,0.50,0.00,12.95,Mastercard,No,0.00,Aisle 3,166,
TXN-GRC-103046,2024-12-30,15:37:00,101,Fresh Market,Rochester,NY,North-East,REG-04,EMP-518,CUST-266948,25-34,Yes,Platinum,Curbside,iOS App,SKU-FOOD-8125,AO-22,Fresh Sourdough Loaf,Bakery,Bread,Sourdough,Artisan Oven,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,1,5.49,5.49,0.00,N/A,5.49,0.00,5.49,1.80,3.69,67.21,4.00,0.22,0.00,5.71,EBT,No,0.00,Aisle 14,10,
TXN-GRC-103047,2024-01-14,20:14:00,103,Fresh Market,Syracuse,NY,North-East,REG-05,EMP-533,CUST-259493,18-24,Yes,Platinum,In-Store,POS,SKU-FOOD-1779,FZ-01,12-Pack Cola,Beverages,Soda,Cola,FizzCo,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,3,7.99,7.19,10.00,SAVE10,21.57,2.40,21.57,12.00,9.57,44.37,4.00,0.86,0.00,22.43,Visa,No,0.00,Aisle 1,186,
TXN-GRC-103048,2025-04-23,16:16:00,103,Fresh Market,Syracuse,NY,North-East,REG-01,EMP-529,CUST-284082,65+,No,None,In-Store,iOS App,SKU-FOOD-4281,DP-10,Gallon Whole Milk,Dairy,Milk & Cream,Whole Milk,DairyPure,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,3,4.50,4.50,0.00,N/A,13.50,0.00,13.50,6.30,7.20,53.33,4.00,0.54,0.00,14.04,AmEx,No,0.00,Aisle 8,76,
TXN-GRC-103049,2025-03-19,05:36:00,103,Fresh Market,Syracuse,NY,North-East,REG-03,EMP-546,CUST-214269,55-64,No,None,In-Store,iOS App,SKU-FOOD-3723,AO-22,Fresh Sourdough Loaf,Bakery,Bread,Sourdough,Artisan Oven,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,4,5.49,4.94,10.00,SAVE10,19.76,2.20,19.76,7.20,12.56,63.56,4.00,0.79,0.00,20.55,Cash,No,0.00,Aisle 5,179,
TXN-GRC-103050,2025-07-28,04:45:00,102,Fresh Market,Buffalo,NY,North-East,REG-07,EMP-543,CUST-264830,65+,Yes,Platinum,Online,Website,SKU-FOOD-1921,BI-14,Penne Rigate 16oz,Pantry,Pasta,Dry Pasta,BellaItalia,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,2,1.89,1.89,0.00,N/A,3.78,0.00,3.78,1.20,2.58,68.25,4.00,0.15,0.00,3.93,AmEx,No,0.00,Aisle 8,96,
